         1522524 function calls (1487563 primitive calls) in 4.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 alpha184.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       18    0.000    0.000    0.000    0.000 options.py:15(__init__)
        1    0.000    0.000    0.000    0.000 context.py:134(__init__)
        1    0.000    0.000    0.000    0.000 info.py:359(_BaseInfo)
        1    0.000    0.000    0.000    0.000 _compressed.py:25(_cs_matrix)
       12    0.000    0.000    0.000    0.000 doccer.py:139(extend_notes_in_docstring)
       17    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:477(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2301(_entropy_dispatch)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
        1    0.000    0.000    0.000    0.000 alpha144.py:1(<module>)
        3    0.000    0.000    0.000    0.000 old_scalars.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _quantile.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
       12    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
        1    0.000    0.000    0.000    0.000 __init__.py:1224(levy_stable_frozen)
        1    0.000    0.000    0.000    0.000 dufunc.py:25(UfuncAtIterator)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2498(_pmf_dispatch)
        2    0.000    0.000    0.000    0.000 numerictypes.py:368(_preprocess_dtype)
        2    0.000    0.000    0.000    0.000 utils.py:735(__init__)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2062(_num_parameterizations)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1657(rv_continuous)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        9    0.000    0.000    0.000    0.000 _util.py:956(_rename_parameter)
        1    0.000    0.000    0.000    0.000 alpha075.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:97(__exit__)
        1    0.000    0.000    0.000    0.000 argparse.py:166(HelpFormatter)
       15    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
        1    0.000    0.000    0.000    0.000 alpha185.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:70(_icdf_formula)
       14    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        8    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
       13    0.000    0.000    0.000    0.000 _internal.py:941(npy_ctypes_check)
       15    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:403(chararray)
        9    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        1    0.000    0.000    0.000    0.000 alpha158.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 alpha080.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha054.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha136.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:379(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 tz.py:1541(__init__)
        1    0.000    0.000    0.000    0.000 alpha170.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 alpha084.py:1(<module>)
        4    0.000    0.000    0.000    0.000 case.py:405(__init_subclass__)
        1    0.000    0.000    0.000    0.000 alpha085.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha155.py:1(<module>)
       15    0.000    0.000    0.000    0.000 castgraph.py:36(__init__)
        1    0.000    0.000    0.000    0.000 module.py:47(ModuleRef)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4984(invgauss_gen)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:537(_pad_dispatcher)
        1    0.000    0.000    0.000    0.000 alpha087.py:1(<module>)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:3323(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:13(_ensure_critical_deps)
        1    0.000    0.000    0.000    0.000 alpha156.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha159.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:15(release)
        1    0.000    0.000    0.000    0.000 alpha021.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2701(Fixed)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
       15    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:256(ConfigOptions)
        2    0.000    0.000    0.000    0.000 _aliases.py:116(astype)
        1    0.000    0.000    0.000    0.000 alpha022.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3125(_constants)
        1    0.000    0.000    0.000    0.000 alpha029.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:866(__bool__)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 alpha099.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _aliases.py:51(empty_like)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:34(Vectorize)
        4    0.000    0.000    0.000    0.000 __init__.py:443(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:2873(GenericFixed)
        1    0.000    0.000    0.000    0.000 alpha065.py:1(<module>)
        1    0.000    0.000    0.000    0.000 values.py:430(__new__)
        1    0.000    0.000    0.000    0.000 alpha078.py:1(<module>)
        1    0.000    0.000    0.000    0.000 llvm_pass_timings.py:105(ProcessedPassTimings)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 alpha127.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha177.py:1(<module>)
       14    0.000    0.000    0.000    0.000 old_scalars.py:129(__lt__)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3635(_pdf_formula)
        1    0.000    0.000    0.000    0.000 alpha112.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha162.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha180.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8920(powernorm_gen)
       13    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:807(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 alpha166.py:1(<module>)
       15    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
        1    0.000    0.000    0.000    0.000 alpha109.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 arrayprint.py:1495(dtype_is_implied)
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _aliases.py:536(floor)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1599(HermiteE)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 alpha161.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sigutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha113.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha114.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha002.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha135.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha182.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha079.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha154.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 alpha150.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha122.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha178.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1551(exec_body_callback)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2342(_median_icdf)
       12    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 alpha102.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha153.py:1(<module>)
        1    0.000    0.000    0.000    0.000 llvm_bindings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        9    0.000    0.000    0.000    0.000 ffi.py:327(__init__)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha188.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 alpha137.py:1(<module>)
        5    0.000    0.000    0.000    0.000 errors.py:229(termcolor)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:5028(Mixture)
        1    0.000    0.000    0.000    0.000 alpha098.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha082.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha066.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha125.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha076.py:1(<module>)
       13    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
       12    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7fce4db9ed40}
        2    0.000    0.000    0.000    0.000 _helpers.py:305(_compat_module_name)
        1    0.000    0.000    0.000    0.000 alpha073.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _aliases.py:122(ones)
        1    0.000    0.000    0.000    0.000 alpha016.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5835(__init__)
        1    0.000    0.000    0.000    0.000 alpha118.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha129.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha004.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:38(_Cache)
        1    0.000    0.000    0.000    0.000 alpha005.py:1(<module>)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 alpha074.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:112(__init__)
        1    0.000    0.000    0.000    0.000 alpha061.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:190(_Domain)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:565(anglit_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:462(LibraryLoader)
        1    0.000    0.000    0.000    0.000 alpha173.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha067.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 alpha164.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debuginfo.py:28(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 alpha058.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:666(__init__)
        1    0.000    0.000    0.000    0.000 typeof.py:128(_typeof_int)
        1    0.000    0.000    0.000    0.000 alpha151.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha088.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha181.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1171(_SubParsersAction)
        9    0.000    0.000    0.000    0.000 registry.py:39(register)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       11    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 alpha081.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha038.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:127(_ColorScheme)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3061(invwishart_frozen)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 alpha062.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha034.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha086.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha101.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha031.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:35(ArrowStringArrayMixin)
        1    0.000    0.000    0.000    0.000 alpha055.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 alpha071.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha111.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha119.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:506(rv_frozen)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 alpha126.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7137(mielke_gen)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1760(DatelikeOps)
        1    0.000    0.000    0.000    0.000 alpha110.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha121.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha152.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1697(Hermite)
        1    0.000    0.000    0.000    0.000 getlimits.py:621(tiny)
       12    0.000    0.000    0.000    0.000 distance.py:1814(<lambda>)
        1    0.000    0.000    0.000    0.000 alpha124.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha191.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha123.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha174.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha057.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha069.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha018.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha072.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha148.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha115.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha100.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha187.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:43(TypeVar)
        1    0.000    0.000    0.000    0.000 alpha097.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha145.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha059.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha068.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha116.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha175.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha009.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:12331(rel_breitwigner_gen)
        1    0.000    0.000    0.000    0.000 threading.py:859(Thread)
        1    0.000    0.000    0.000    0.000 alpha070.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:3336(<lambda>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 alpha142.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha146.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha060.py:1(<module>)
        1    0.000    0.000    0.000    0.000 postproc.py:31(VariableLifetime)
        1    0.000    0.000    0.000    0.000 extras.py:1794(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 managers.py:922(BlockManager)
        1    0.000    0.000    0.000    0.000 ir.py:374(Expr)
        1    0.000    0.000    0.000    0.000 alpha023.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha103.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha139.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha160.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha189.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1242(_initialize_llvm_lock_event)
        8    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
       10    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 alpha120.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha138.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha003.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:10(TargetOptions)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:206(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 alpha025.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha028.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha171.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha176.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha190.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 alpha056.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha147.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
       11    0.000    0.000    0.000    0.000 accessors.py:155(<lambda>)
        1    0.000    0.000    0.000    0.000 alpha186.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha063.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:31(CompilerPass)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 sql.py:1455(PandasSQL)
        1    0.000    0.000    0.000    0.000 alpha044.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha008.py:1(<module>)
       13    0.000    0.000    0.000    0.000 builder.py:158(_castop)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 lowering.py:352(Lower)
        1    0.000    0.000    0.000    0.000 alpha007.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npytypes.py:316(NumpyNdIterType)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 alpha117.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha006.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:394(__hash__)
       12    0.000    0.000    0.000    0.000 values.py:68(_castop)
        1    0.000    0.000    0.000    0.000 _kde.py:36(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha033.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha041.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha141.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha172.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:394(_pmf_formula)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:196(kstwo_gen)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:446(_get_formatdict)
       13    0.000    0.000    0.000    0.000 functions.py:694(key)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3629(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 tarfile.py:1687(TarFile)
        1    0.000    0.000    0.000    0.000 alpha043.py:1(<module>)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:507(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 alpha017.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abstract.py:375(ArrayCompatible)
        1    0.000    0.000    0.000    0.000 kde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 pydoc.py:1260(TextDoc)
       10    0.000    0.000    0.000    0.000 typing.py:544(__getattr__)
        1    0.000    0.000    0.000    0.000 _delegators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 types.py:381(_create_instance)
        1    0.000    0.000    0.000    0.000 alpha042.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:810(__len__)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1879(validation_policy)
        1    0.000    0.000    0.000    0.000 _local.py:58(PurePath)
        1    0.000    0.000    0.000    0.000 alpha027.py:1(<module>)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        1    0.000    0.000    0.000    0.000 ffi.py:166(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 module.py:207(_get_body_lines)
       12    0.000    0.000    0.000    0.000 accessors.py:162(<lambda>)
       11    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 alpha039.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:167(__ge__)
        9    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 alpha032.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha035.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 alpha045.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha048.py:1(<module>)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 alpha037.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        9    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 typeconv.py:29(__init__)
        1    0.000    0.000    0.000    0.000 values.py:440(Constant)
       12    0.000    0.000    0.000    0.000 ffi.py:272(__enter__)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3621(DiscreteDistribution)
        2    0.000    0.000    0.000    0.000 old_scalars.py:137(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 alpha036.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha047.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha046.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha010.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:100(_CacheLocator)
        2    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.000    0.000 alpha019.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2386(DataCol)
        1    0.000    0.000    0.000    0.000 parfor.py:1601(ParforPassStates)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2271(vectorize)
        1    0.000    0.000    0.000    0.000 alpha014.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        2    0.000    0.000    0.000    0.000 __init__.py:24(extract_version)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11325(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 distance.py:1796(MetricInfo)
        1    0.000    0.000    0.000    0.000 alpha024.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        1    0.000    0.000    0.000    0.000 alpha012.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha015.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _resampling.py:2175(PermutationMethod)
        1    0.000    0.000    0.000    0.000 legendre.py:1562(Legendre)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alpha011.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gufunc.py:59(GUFunc)
        1    0.000    0.000    0.000    0.000 _aliases.py:24(arange)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:282(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 _array_api.py:659(_XPSphinxCapability)
        1    0.000    0.000    0.000    0.000 pytables.py:2047(IndexCol)
        1    0.000    0.000    0.000    0.000 byteflow.py:1753(_State)
        1    0.000    0.000    0.000    0.000 alpha049.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parfor.py:711(ParforDiagnostics)
        1    0.000    0.000    0.000    0.000 alpha040.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:730(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 typeinfer.py:943(TypeInferer)
        1    0.000    0.000    0.000    0.000 _resampling.py:2261(BootstrapMethod)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:165(_icdf_formula)
        9    0.000    0.000    0.000    0.000 old_scalars.py:148(__lt__)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:498(geom_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 getlimits.py:598(smallest_normal)
        2    0.000    0.000    0.000    0.000 typing.py:1985(_caller)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        9    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
